age,gender,parent_income,num_siblings,family_support,commute_time_min,part_time_job,previous_gpa,num_failed_courses,high_school_grade,math_background_score,language_background_score,science_background_score,prior_semester_credits,study_hours_last_semester,past_attendance_rate,academic_warnings_count,lecture_attendance_rate,assignment_submission_rate,quiz_avg_score,midterm_score,lab_participation_rate,online_portal_usage_minutes,group_project_activity,library_visits_per_month,discussion_forum_posts,lateness_count,stress_level,sleep_hours,motivation_level,study_time_per_week,concentration_level,exam_anxiety_level,course_difficulty_rating,teacher_experience_years,class_size,num_prerequisites,course_type,final_score,final_grade,pass_fail
21.0,Male,115420.0,0.0,0.0,31.0,No,2.37,3.0,89.5,67.0,44.0,76.0,14.0,500.0,50.0,3.0,92.0,63.0,71.0,91.0,6.0,10000.0,87.0,16.0,36.0,8.0,3.0,3.3,2.0,1.0,5.0,3.0,1.0,31.0,21.0,0.0,Elective,79.8,C,Pass
21.0,Male,16873.0,5.0,5.0,16.0,No,3.89,4.0,50.1,80.0,58.0,98.0,12.0,122.0,,0.0,94.0,90.0,81.0,9.0,13.0,1429.0,59.0,7.0,36.0,14.0,2.0,7.9,1.0,,3.0,2.0,4.0,14.0,80.0,2.0,Mandatory,72.1,C,Pass
20.0,Male,10726.0,4.0,4.0,89.0,,2.64,2.0,69.2,77.0,37.0,16.0,20.0,103.0,,1.0,91.0,55.0,7.0,86.0,81.0,1923.0,90.0,7.0,,0.0,8.0,6.2,0.0,14.0,6.0,4.0,4.0,31.0,122.0,3.0,Elective,66.6,C,Pass
27.0,Male,10572.0,1.0,4.0,79.0,No,2.13,4.0,76.5,21.0,55.0,21.0,19.0,175.0,84.0,,69.0,88.0,96.0,97.0,70.0,406.0,26.0,19.0,30.0,3.0,9.0,7.0,5.0,10.0,9.0,3.0,3.0,38.0,77.0,2.0,Mandatory,,B,Pass
28.0,Female,,4.0,3.0,9.0,No,2.66,4.0,63.5,79.0,13.0,22.0,14.0,117.0,71.0,3.0,86.0,84.0,56.0,79.0,88.0,1157.0,92.0,6.0,47.0,6.0,7.0,5.0,4.0,34.0,3.0,6.0,3.0,17.0,71.0,1.0,Elective,87.0,A,Pass
26.0,Male,6124.0,5.0,4.0,16.0,Yes,1.5,3.0,75.3,62.0,31.0,69.0,18.0,73.0,73.0,1.0,95.0,84.0,30.0,38.0,96.0,249.0,68.0,18.0,48.0,3.0,3.0,4.5,2.0,20.0,,0.0,3.0,25.0,141.0,2.0,Mandatory,66.9,C,Pass
19.0,Female,14117.0,1.0,5.0,1.0,Yes,3.25,4.0,93.8,72.0,8.0,78.0,18.0,42.0,64.0,3.0,81.0,94.0,74.0,68.0,34.0,1589.0,79.0,15.0,23.0,7.0,8.0,4.6,8.0,32.0,4.0,9.0,4.0,28.0,157.0,2.0,Elective,70.5,C,Pass
21.0,Female,7602.0,0.0,0.0,65.0,Yes,3.04,2.0,80.5,78.0,0.0,69.0,20.0,40.0,97.0,,70.0,52.0,99.0,30.0,43.0,1278.0,18.0,16.0,24.0,14.0,10.0,3.9,8.0,27.0,5.0,9.0,4.0,37.0,197.0,0.0,Elective,67.4,C,Pass
25.0,Male,29704.0,3.0,1.0,28.0,Yes,3.17,2.0,77.7,96.0,23.0,28.0,20.0,188.0,63.0,0.0,71.0,88.0,89.0,12.0,90.0,462.0,25.0,11.0,30.0,7.0,10.0,7.1,0.0,6.0,10.0,2.0,4.0,18.0,177.0,4.0,Elective,59.0,C,Pass
23.0,Male,17421.0,2.0,1.0,109.0,No,1.91,1.0,99.0,2.0,87.0,38.0,17.0,185.0,63.0,3.0,73.0,62.0,7.0,95.0,15.0,367.0,87.0,14.0,41.0,6.0,6.0,7.2,0.0,31.0,8.0,4.0,2.0,25.0,182.0,1.0,Mandatory,60.2,D,Pass
24.0,Male,7167.0,4.0,4.0,3.0,No,3.44,3.0,69.5,3.0,21.0,11.0,12.0,147.0,65.0,3.0,91.0,70.0,30.0,16.0,95.0,1284.0,53.0,18.0,15.0,13.0,10.0,8.2,7.0,31.0,0.0,5.0,4.0,30.0,74.0,0.0,Mandatory,58.6,D,Pass
24.0,Female,7486.0,4.0,3.0,29.0,No,3.68,4.0,94.1,34.0,78.0,92.0,13.0,136.0,62.0,3.0,75.0,50.0,,89.0,95.0,1388.0,16.0,12.0,35.0,4.0,3.0,3.9,9.0,35.0,2.0,4.0,2.0,37.0,161.0,,Mandatory,70.4,C,Pass
19.0,Female,22433.0,0.0,1.0,60.0,Yes,3.87,0.0,82.3,96.0,90.0,23.0,14.0,185.0,77.0,0.0,85.0,,49.0,66.0,64.0,607.0,47.0,5.0,30.0,6.0,0.0,5.2,5.0,28.0,3.0,4.0,1.0,28.0,122.0,4.0,Elective,66.9,C,Pass
21.0,Female,18930.0,4.0,0.0,57.0,No,2.92,0.0,88.8,41.0,3.0,6.0,17.0,96.0,70.0,3.0,64.0,91.0,58.0,30.0,93.0,940.0,0.0,17.0,49.0,9.0,2.0,5.2,9.0,,0.0,7.0,4.0,15.0,196.0,4.0,Mandatory,63.6,C,Pass
27.0,Male,22806.0,3.0,1.0,75.0,No,2.04,3.0,65.6,9.0,24.0,33.0,18.0,192.0,82.0,1.0,76.0,52.0,22.0,22.0,78.0,32.0,1.0,19.0,3.0,3.0,3.0,4.1,3.0,36.0,10.0,9.0,3.0,38.0,91.0,4.0,Mandatory,53.6,D,Pass
27.0,Male,11943.0,3.0,3.0,33.0,Yes,2.16,4.0,,59.0,36.0,16.0,18.0,127.0,76.0,1.0,,53.0,75.0,84.0,33.0,1106.0,23.0,13.0,20.0,3.0,0.0,9.5,0.0,0.0,1.0,3.0,4.0,16.0,96.0,4.0,Elective,73.8,C,Pass
23.0,Male,6824.0,0.0,4.0,77.0,No,2.7,3.0,92.4,10.0,7.0,24.0,16.0,168.0,58.0,3.0,89.0,88.0,79.0,61.0,46.0,0.0,95.0,1.0,2.0,9.0,4.0,6.6,6.0,27.0,4.0,6.0,4.0,30.0,72.0,4.0,Elective,75.8,B,Pass
20.0,Male,5115.0,1.0,2.0,23.0,No,2.73,3.0,81.3,78.0,53.0,57.0,19.0,124.0,50.0,0.0,70.0,61.0,15.0,49.0,60.0,534.0,89.0,6.0,23.0,8.0,8.0,4.5,,1.0,,9.0,5.0,37.0,113.0,1.0,Elective,66.9,C,Pass
26.0,Male,2218.0,1.0,5.0,87.0,No,3.38,1.0,83.8,35.0,21.0,15.0,20.0,20.0,84.0,1.0,65.0,74.0,53.0,4.0,51.0,1995.0,6.0,17.0,7.0,8.0,1.0,8.3,7.0,28.0,1.0,7.0,1.0,18.0,31.0,2.0,Mandatory,55.2,C,Pass
21.0,Male,2125.0,4.0,1.0,81.0,No,1.25,1.0,75.6,17.0,66.0,21.0,19.0,68.0,99.0,2.0,98.0,83.0,1.0,48.0,36.0,820.0,88.0,12.0,2.0,8.0,8.0,3.8,5.0,25.0,9.0,2.0,4.0,38.0,79.0,1.0,Elective,66.5,C,Pass
27.0,Female,15169.0,4.0,0.0,24.0,No,,0.0,56.4,17.0,41.0,82.0,17.0,25.0,76.0,2.0,59.0,86.0,88.0,72.0,,427.0,50.0,18.0,23.0,1.0,4.0,8.8,7.0,30.0,8.0,5.0,4.0,12.0,120.0,2.0,Elective,86.9,C,Pass
19.0,Female,18325.0,0.0,3.0,88.0,No,2.05,0.0,87.5,27.0,56.0,0.0,19.0,92.0,78.0,0.0,94.0,83.0,33.0,70.0,97.0,262.0,6.0,7.0,48.0,2.0,9.0,4.2,,35.0,7.0,10.0,3.0,22.0,26.0,2.0,Mandatory,79.2,C,Pass
23.0,Male,15690.0,3.0,1.0,104.0,Yes,3.5,2.0,84.7,8.0,7.0,18.0,19.0,31.0,89.0,1.0,94.0,53.0,25.0,82.0,40.0,849.0,25.0,16.0,47.0,8.0,8.0,9.6,2.0,28.0,5.0,1.0,2.0,14.0,43.0,2.0,,82.2,B,Pass
18.0,Male,14606.0,0.0,2.0,24.0,Yes,2.06,2.0,74.8,30.0,7.0,86.0,14.0,72.0,64.0,1.0,79.0,96.0,97.0,72.0,74.0,341.0,20.0,9.0,42.0,12.0,9.0,6.4,3.0,24.0,10.0,3.0,3.0,30.0,92.0,4.0,,82.3,C,Pass
23.0,Female,27904.0,1.0,4.0,91.0,No,2.4,1.0,70.2,80.0,23.0,97.0,18.0,137.0,64.0,0.0,86.0,71.0,84.0,10.0,1.0,495.0,54.0,18.0,43.0,12.0,2.0,4.4,2.0,3.0,0.0,5.0,5.0,29.0,54.0,3.0,Mandatory,66.3,C,Pass
29.0,Female,11415.0,3.0,1.0,29.0,No,1.68,2.0,83.3,84.0,62.0,59.0,16.0,36.0,72.0,0.0,67.0,80.0,14.0,76.0,39.0,228.0,14.0,19.0,43.0,7.0,2.0,7.2,6.0,18.0,3.0,7.0,2.0,1.0,86.0,4.0,Elective,70.5,C,Pass
27.0,Female,6180.0,4.0,,54.0,Yes,1.89,3.0,85.0,49.0,86.0,23.0,16.0,128.0,91.0,1.0,85.0,79.0,20.0,32.0,82.0,77.0,64.0,8.0,35.0,14.0,,4.4,6.0,37.0,5.0,1.0,2.0,4.0,37.0,4.0,Mandatory,59.6,C,Pass
18.0,Male,7160.0,1.0,1.0,88.0,No,2.67,2.0,69.1,80.0,77.0,86.0,15.0,72.0,56.0,0.0,79.0,56.0,41.0,68.0,27.0,282.0,92.0,6.0,40.0,4.0,6.0,5.7,1.0,5.0,1.0,3.0,1.0,28.0,166.0,0.0,Mandatory,69.9,C,Pass
25.0,Female,21154.0,2.0,4.0,23.0,Yes,2.28,2.0,65.3,65.0,69.0,34.0,,24.0,84.0,1.0,79.0,,63.0,45.0,85.0,,85.0,6.0,24.0,14.0,6.0,4.8,1.0,17.0,5.0,6.0,1.0,17.0,144.0,1.0,Elective,74.7,C,Pass
22.0,Female,11766.0,1.0,3.0,103.0,Yes,1.6,,98.5,10.0,20.0,71.0,14.0,126.0,88.0,0.0,57.0,87.0,73.0,61.0,56.0,1921.0,60.0,0.0,16.0,13.0,4.0,7.6,3.0,33.0,4.0,1.0,1.0,37.0,44.0,0.0,Mandatory,75.8,C,Pass
23.0,Female,3942.0,,5.0,38.0,No,2.42,1.0,98.8,22.0,,14.0,13.0,154.0,,1.0,64.0,55.0,64.0,37.0,95.0,238.0,7.0,14.0,7.0,2.0,2.0,3.4,1.0,25.0,7.0,1.0,4.0,6.0,179.0,2.0,Elective,58.3,D,Pass
19.0,Female,,3.0,2.0,76.0,Yes,1.5,0.0,68.7,83.0,83.0,35.0,16.0,181.0,82.0,2.0,98.0,84.0,17.0,0.0,33.0,1554.0,22.0,11.0,5.0,14.0,7.0,4.8,3.0,3.0,4.0,8.0,1.0,12.0,,3.0,Elective,43.6,C,Fail
19.0,Female,22841.0,0.0,0.0,1.0,No,3.65,1.0,98.0,99.0,61.0,7.0,18.0,39.0,82.0,0.0,59.0,86.0,56.0,54.0,36.0,1098.0,,16.0,11.0,5.0,4.0,6.5,9.0,33.0,10.0,6.0,5.0,25.0,22.0,2.0,Elective,80.8,C,Pass
29.0,Male,12606.0,3.0,5.0,33.0,Yes,3.77,0.0,79.2,82.0,64.0,83.0,,13.0,79.0,1.0,87.0,94.0,98.0,56.0,75.0,1295.0,52.0,6.0,31.0,2.0,0.0,8.5,3.0,18.0,10.0,3.0,5.0,17.0,34.0,4.0,Elective,92.4,A,Pass
26.0,Male,3254.0,2.0,4.0,15.0,Yes,1.68,3.0,50.7,75.0,74.0,3.0,15.0,71.0,50.0,0.0,56.0,74.0,73.0,62.0,28.0,914.0,75.0,13.0,45.0,11.0,7.0,9.7,,23.0,8.0,9.0,3.0,17.0,130.0,4.0,Mandatory,66.6,C,Pass
20.0,Female,2987.0,2.0,1.0,47.0,Yes,1.16,1.0,55.5,3.0,29.0,97.0,16.0,80.0,96.0,2.0,55.0,54.0,20.0,,48.0,1226.0,93.0,15.0,24.0,5.0,0.0,7.4,7.0,33.0,10.0,7.0,4.0,20.0,25.0,0.0,Mandatory,50.2,C,Pass
23.0,Male,25621.0,3.0,2.0,23.0,Yes,3.78,0.0,61.0,82.0,99.0,38.0,15.0,180.0,57.0,3.0,62.0,91.0,47.0,59.0,49.0,1582.0,55.0,11.0,19.0,2.0,6.0,6.8,5.0,17.0,2.0,7.0,4.0,33.0,29.0,2.0,Mandatory,69.8,C,Pass
27.0,Male,28424.0,4.0,3.0,49.0,No,1.94,4.0,90.7,85.0,9.0,56.0,15.0,190.0,63.0,0.0,61.0,57.0,72.0,33.0,49.0,1371.0,13.0,15.0,32.0,5.0,9.0,9.1,0.0,25.0,2.0,0.0,1.0,39.0,180.0,3.0,Elective,58.2,,Pass
22.0,Female,16923.0,3.0,5.0,1.0,No,1.56,1.0,86.7,15.0,81.0,80.0,12.0,140.0,80.0,2.0,52.0,98.0,58.0,51.0,52.0,549.0,92.0,11.0,16.0,1.0,9.0,7.7,7.0,5.0,8.0,8.0,3.0,,34.0,4.0,Elective,67.7,C,Pass
29.0,Male,10111.0,4.0,3.0,92.0,No,3.76,2.0,91.3,11.0,74.0,97.0,17.0,62.0,92.0,0.0,60.0,95.0,78.0,84.0,26.0,1638.0,65.0,15.0,23.0,3.0,8.0,8.8,3.0,19.0,5.0,9.0,3.0,22.0,139.0,3.0,Mandatory,75.4,C,Pass
21.0,Male,26339.0,3.0,3.0,38.0,Yes,3.65,0.0,76.0,98.0,7.0,50.0,20.0,160.0,50.0,0.0,73.0,50.0,9.0,54.0,50.0,830.0,83.0,1.0,6.0,0.0,10.0,8.8,7.0,39.0,9.0,9.0,2.0,14.0,117.0,4.0,Elective,55.6,C,Pass
27.0,Female,16824.0,1.0,1.0,102.0,No,1.16,4.0,78.1,43.0,4.0,76.0,12.0,185.0,90.0,3.0,84.0,95.0,79.0,11.0,55.0,1306.0,97.0,2.0,31.0,3.0,5.0,6.5,6.0,30.0,,,3.0,18.0,,2.0,Mandatory,68.9,C,Pass
19.0,Female,23737.0,3.0,5.0,80.0,No,1.62,0.0,52.3,42.0,44.0,61.0,18.0,139.0,86.0,0.0,64.0,96.0,0.0,31.0,47.0,88.0,77.0,9.0,33.0,6.0,4.0,8.5,10.0,14.0,8.0,6.0,2.0,29.0,144.0,1.0,Elective,59.2,D,Pass
25.0,,14093.0,1.0,4.0,58.0,Yes,3.44,1.0,60.7,39.0,58.0,72.0,13.0,188.0,93.0,2.0,81.0,62.0,41.0,8.0,80.0,1278.0,93.0,4.0,9.0,1.0,0.0,5.8,1.0,21.0,5.0,2.0,3.0,35.0,121.0,,Mandatory,50.2,C,Pass
27.0,Male,15740.0,4.0,5.0,22.0,No,1.8,4.0,73.0,82.0,64.0,38.0,16.0,110.0,84.0,3.0,82.0,97.0,38.0,18.0,52.0,817.0,99.0,16.0,21.0,6.0,5.0,7.6,7.0,5.0,2.0,5.0,1.0,15.0,39.0,3.0,Elective,64.5,D,Pass
24.0,Male,15118.0,3.0,2.0,11.0,No,3.01,2.0,89.9,45.0,16.0,66.0,13.0,162.0,51.0,1.0,50.0,57.0,40.0,74.0,47.0,440.0,41.0,10.0,37.0,8.0,3.0,5.6,3.0,,0.0,10.0,4.0,35.0,196.0,,Mandatory,62.4,D,Pass
28.0,Female,13911.0,4.0,3.0,76.0,No,1.12,4.0,82.3,97.0,19.0,78.0,13.0,195.0,62.0,2.0,69.0,68.0,60.0,49.0,73.0,1927.0,61.0,4.0,30.0,8.0,9.0,4.6,10.0,28.0,6.0,8.0,2.0,16.0,45.0,3.0,Elective,67.0,C,Pass
19.0,Male,17001.0,2.0,0.0,68.0,No,3.52,0.0,81.1,40.0,42.0,87.0,14.0,87.0,95.0,2.0,54.0,57.0,61.0,74.0,87.0,1336.0,82.0,2.0,7.0,4.0,6.0,3.1,7.0,33.0,5.0,4.0,5.0,32.0,131.0,4.0,Elective,63.1,,
23.0,Male,11509.0,5.0,4.0,14.0,Yes,2.27,4.0,94.7,49.0,31.0,83.0,18.0,34.0,91.0,2.0,71.0,88.0,47.0,48.0,7.0,1322.0,6.0,13.0,30.0,11.0,8.0,9.0,6.0,11.0,0.0,1.0,3.0,8.0,161.0,3.0,Mandatory,67.6,C,Pass
25.0,Female,3371.0,0.0,2.0,116.0,No,2.41,,,96.0,50.0,75.0,16.0,107.0,68.0,2.0,57.0,81.0,27.0,74.0,28.0,268.0,61.0,7.0,32.0,7.0,1.0,6.9,2.0,24.0,0.0,7.0,2.0,22.0,166.0,4.0,Elective,66.3,C,Pass
24.0,Male,15163.0,4.0,2.0,59.0,No,3.42,3.0,63.7,6.0,17.0,40.0,13.0,146.0,77.0,3.0,53.0,86.0,49.0,13.0,0.0,160.0,59.0,5.0,16.0,14.0,4.0,6.3,6.0,30.0,1.0,0.0,2.0,13.0,50.0,4.0,,52.1,C,Pass
,Female,2360.0,1.0,3.0,63.0,Yes,2.36,0.0,74.4,95.0,20.0,77.0,16.0,78.0,88.0,2.0,99.0,93.0,41.0,29.0,69.0,966.0,93.0,2.0,20.0,2.0,6.0,9.8,7.0,8.0,0.0,0.0,2.0,37.0,24.0,3.0,Mandatory,64.7,,Pass
22.0,Male,,0.0,0.0,1.0,Yes,1.31,2.0,85.7,42.0,52.0,16.0,16.0,141.0,86.0,2.0,73.0,59.0,57.0,21.0,56.0,,15.0,4.0,44.0,14.0,3.0,9.4,4.0,11.0,8.0,5.0,5.0,9.0,180.0,1.0,Mandatory,50.7,C,Pass
19.0,Female,16186.0,5.0,3.0,69.0,Yes,2.51,0.0,91.6,65.0,80.0,85.0,12.0,,89.0,1.0,82.0,57.0,48.0,14.0,40.0,77.0,27.0,14.0,29.0,0.0,9.0,7.9,1.0,25.0,2.0,10.0,4.0,4.0,37.0,2.0,,52.5,C,Pass
23.0,Male,10549.0,3.0,4.0,63.0,Yes,2.37,1.0,76.6,17.0,75.0,22.0,20.0,140.0,88.0,1.0,58.0,87.0,90.0,99.0,15.0,1536.0,49.0,4.0,,8.0,9.0,7.2,5.0,12.0,6.0,0.0,3.0,37.0,166.0,2.0,Elective,81.9,B,Pass
24.0,Male,,1.0,1.0,35.0,No,2.35,1.0,90.5,,67.0,87.0,20.0,125.0,96.0,3.0,52.0,76.0,56.0,65.0,69.0,1508.0,14.0,19.0,14.0,14.0,3.0,5.1,5.0,4.0,0.0,0.0,1.0,19.0,104.0,3.0,Mandatory,,C,Pass
24.0,Female,,0.0,4.0,86.0,No,1.58,2.0,99.5,3.0,89.0,32.0,18.0,154.0,89.0,0.0,73.0,93.0,21.0,82.0,9.0,1747.0,17.0,2.0,6.0,14.0,10.0,4.9,1.0,3.0,4.0,1.0,1.0,20.0,26.0,1.0,Mandatory,81.5,C,Pass
20.0,,26472.0,0.0,0.0,12.0,No,1.49,2.0,53.1,17.0,78.0,60.0,18.0,17.0,,3.0,85.0,70.0,83.0,51.0,52.0,1834.0,70.0,17.0,3.0,12.0,7.0,4.4,10.0,21.0,7.0,2.0,1.0,16.0,100.0,3.0,Elective,66.3,C,Pass
24.0,Female,26113.0,4.0,1.0,1.0,No,,3.0,,82.0,78.0,83.0,14.0,143.0,58.0,3.0,55.0,51.0,60.0,4.0,52.0,553.0,85.0,1.0,45.0,9.0,6.0,4.8,2.0,37.0,8.0,2.0,1.0,21.0,101.0,0.0,Elective,47.5,C,Fail
22.0,Female,4783.0,3.0,5.0,119.0,Yes,2.86,,96.4,55.0,53.0,71.0,18.0,94.0,79.0,2.0,60.0,87.0,34.0,2.0,18.0,312.0,,9.0,11.0,2.0,10.0,10.0,,12.0,2.0,3.0,1.0,16.0,121.0,3.0,Elective,50.5,C,Pass
25.0,Female,2063.0,3.0,5.0,4.0,No,1.02,1.0,75.0,33.0,5.0,95.0,,12.0,89.0,3.0,84.0,98.0,8.0,97.0,9.0,1380.0,61.0,17.0,21.0,3.0,4.0,5.7,0.0,9.0,6.0,3.0,3.0,14.0,187.0,2.0,Mandatory,78.3,C,Pass
29.0,Female,20612.0,3.0,2.0,39.0,Yes,3.51,4.0,69.0,78.0,88.0,55.0,20.0,133.0,63.0,0.0,69.0,95.0,80.0,95.0,52.0,1210.0,88.0,2.0,21.0,7.0,2.0,5.0,9.0,0.0,0.0,6.0,5.0,39.0,114.0,0.0,Mandatory,91.1,C,Pass
25.0,Female,29210.0,4.0,3.0,79.0,Yes,1.36,1.0,77.6,11.0,68.0,72.0,17.0,40.0,55.0,1.0,68.0,84.0,1.0,3.0,54.0,1621.0,43.0,17.0,44.0,10.0,7.0,5.4,2.0,28.0,2.0,1.0,2.0,22.0,181.0,4.0,Elective,,C,Pass
24.0,Male,5849.0,4.0,5.0,,No,3.21,1.0,95.4,83.0,84.0,50.0,13.0,175.0,51.0,0.0,84.0,57.0,18.0,68.0,16.0,74.0,14.0,2.0,20.0,13.0,0.0,4.9,4.0,2.0,2.0,5.0,2.0,23.0,130.0,3.0,Elective,69.3,C,Pass
23.0,Male,24716.0,3.0,4.0,38.0,No,1.29,4.0,92.6,90.0,1.0,35.0,18.0,74.0,74.0,3.0,81.0,94.0,20.0,5.0,94.0,1226.0,31.0,16.0,13.0,10.0,8.0,7.6,0.0,39.0,,5.0,4.0,24.0,55.0,0.0,,56.1,,Pass
19.0,Male,5938.0,0.0,3.0,34.0,No,3.91,3.0,80.0,86.0,1.0,9.0,19.0,59.0,72.0,3.0,63.0,97.0,32.0,89.0,66.0,360.0,69.0,7.0,6.0,5.0,0.0,3.7,7.0,7.0,2.0,,4.0,15.0,28.0,4.0,Mandatory,,B,Pass
23.0,,19899.0,5.0,4.0,,No,3.7,2.0,96.6,92.0,80.0,63.0,18.0,25.0,69.0,0.0,,70.0,53.0,20.0,69.0,1811.0,13.0,10.0,36.0,13.0,7.0,7.4,3.0,0.0,10.0,9.0,4.0,33.0,98.0,3.0,Elective,68.5,C,Pass
29.0,Male,10771.0,3.0,3.0,40.0,No,1.55,3.0,86.2,25.0,38.0,81.0,19.0,42.0,99.0,2.0,91.0,62.0,,82.0,98.0,737.0,14.0,18.0,23.0,,0.0,6.3,0.0,39.0,9.0,10.0,1.0,21.0,195.0,0.0,Elective,71.4,C,Pass
28.0,Male,24697.0,4.0,5.0,44.0,No,1.03,2.0,68.8,65.0,90.0,94.0,12.0,135.0,81.0,2.0,61.0,94.0,45.0,,10.0,1072.0,63.0,19.0,35.0,12.0,7.0,3.9,1.0,25.0,8.0,8.0,5.0,31.0,186.0,2.0,Mandatory,77.6,B,Pass
26.0,,14609.0,3.0,1.0,33.0,Yes,1.18,2.0,61.9,2.0,76.0,62.0,17.0,29.0,60.0,0.0,61.0,67.0,76.0,,24.0,183.0,24.0,15.0,27.0,0.0,0.0,,7.0,13.0,0.0,2.0,1.0,15.0,28.0,1.0,Elective,68.4,C,Pass
19.0,Female,15483.0,4.0,3.0,18.0,No,3.43,4.0,81.6,84.0,91.0,25.0,14.0,133.0,67.0,3.0,93.0,50.0,92.0,60.0,18.0,971.0,8.0,4.0,46.0,11.0,10.0,9.5,,22.0,2.0,5.0,5.0,4.0,96.0,2.0,Elective,83.4,C,Pass
18.0,Male,12523.0,3.0,0.0,106.0,No,1.23,2.0,88.1,36.0,54.0,63.0,14.0,173.0,96.0,2.0,88.0,68.0,46.0,54.0,38.0,1843.0,,0.0,33.0,0.0,5.0,5.2,7.0,8.0,6.0,6.0,4.0,38.0,40.0,3.0,Elective,76.8,C,Pass
28.0,Female,26170.0,5.0,0.0,89.0,No,3.33,0.0,83.3,54.0,26.0,,14.0,142.0,93.0,3.0,60.0,51.0,92.0,13.0,2.0,462.0,27.0,9.0,4.0,2.0,8.0,3.6,2.0,16.0,2.0,1.0,4.0,28.0,143.0,0.0,Mandatory,47.6,C,
22.0,Male,28989.0,0.0,5.0,41.0,No,3.46,0.0,80.7,18.0,27.0,15.0,18.0,27.0,58.0,0.0,91.0,56.0,76.0,59.0,19.0,136.0,70.0,8.0,7.0,0.0,7.0,6.0,6.0,13.0,0.0,,4.0,25.0,130.0,1.0,Mandatory,80.8,C,Pass
28.0,Female,4158.0,0.0,3.0,106.0,No,1.92,0.0,54.5,35.0,5.0,32.0,13.0,79.0,54.0,3.0,99.0,89.0,7.0,1.0,54.0,193.0,15.0,15.0,32.0,13.0,6.0,6.5,0.0,11.0,7.0,9.0,3.0,36.0,161.0,2.0,Mandatory,57.5,D,Pass
23.0,Male,20509.0,4.0,5.0,16.0,Yes,3.21,0.0,79.9,55.0,61.0,49.0,13.0,113.0,73.0,1.0,74.0,91.0,87.0,41.0,73.0,1931.0,89.0,13.0,0.0,2.0,5.0,6.4,1.0,12.0,,4.0,,37.0,89.0,3.0,Mandatory,84.1,C,Pass
20.0,Male,279220.0,4.0,2.0,112.0,Yes,3.46,4.0,50.5,49.0,7.0,23.0,12.0,500.0,54.0,1.0,71.0,69.0,65.0,46.0,56.0,10000.0,88.0,4.0,45.0,13.0,10.0,4.0,6.0,0.0,,8.0,1.0,32.0,128.0,4.0,Elective,60.7,D,Pass
25.0,Male,8396.0,1.0,0.0,34.0,Yes,3.34,4.0,52.0,92.0,55.0,97.0,15.0,98.0,77.0,3.0,62.0,90.0,74.0,73.0,49.0,407.0,82.0,3.0,35.0,7.0,8.0,4.7,2.0,28.0,0.0,3.0,4.0,27.0,54.0,2.0,Elective,78.1,B,
24.0,Male,4283.0,2.0,,75.0,No,1.57,0.0,62.6,65.0,22.0,50.0,13.0,183.0,51.0,1.0,87.0,77.0,7.0,57.0,50.0,990.0,21.0,1.0,11.0,1.0,9.0,8.4,0.0,18.0,8.0,10.0,3.0,6.0,71.0,2.0,Elective,65.4,C,Pass
19.0,Female,8236.0,1.0,5.0,34.0,No,2.35,1.0,56.2,13.0,50.0,43.0,12.0,,76.0,2.0,54.0,58.0,87.0,9.0,33.0,1525.0,14.0,6.0,1.0,14.0,5.0,9.5,0.0,31.0,0.0,9.0,1.0,18.0,111.0,1.0,Elective,45.4,C,Fail
29.0,Male,9809.0,4.0,3.0,100.0,Yes,1.2,2.0,61.4,86.0,14.0,,19.0,12.0,72.0,2.0,64.0,53.0,9.0,13.0,24.0,1361.0,51.0,14.0,38.0,8.0,1.0,9.7,1.0,30.0,5.0,0.0,5.0,19.0,74.0,3.0,Mandatory,42.8,C,Fail
24.0,Female,13958.0,5.0,3.0,5.0,Yes,2.58,3.0,98.5,49.0,66.0,16.0,17.0,82.0,62.0,2.0,85.0,62.0,82.0,41.0,39.0,1231.0,58.0,16.0,42.0,13.0,7.0,7.3,8.0,3.0,7.0,3.0,4.0,25.0,83.0,0.0,Mandatory,75.1,B,Pass
18.0,Male,5105.0,4.0,0.0,,Yes,2.33,0.0,96.7,50.0,36.0,54.0,12.0,17.0,51.0,0.0,55.0,52.0,99.0,63.0,70.0,714.0,64.0,2.0,24.0,7.0,9.0,7.1,3.0,31.0,10.0,9.0,3.0,31.0,111.0,2.0,Elective,75.9,C,Pass
26.0,Male,5552.0,3.0,2.0,73.0,No,3.71,0.0,53.6,64.0,0.0,31.0,12.0,148.0,80.0,3.0,57.0,76.0,66.0,11.0,92.0,89.0,66.0,0.0,45.0,11.0,3.0,,4.0,34.0,5.0,4.0,4.0,14.0,97.0,0.0,Mandatory,49.5,C,Fail
24.0,Male,21859.0,1.0,4.0,42.0,No,1.05,1.0,54.2,2.0,92.0,43.0,15.0,137.0,62.0,3.0,71.0,55.0,33.0,54.0,98.0,1257.0,40.0,11.0,7.0,5.0,8.0,6.4,9.0,32.0,7.0,0.0,4.0,9.0,117.0,3.0,Elective,59.0,C,Pass
23.0,Male,3838.0,2.0,0.0,22.0,Yes,2.59,4.0,79.1,,40.0,86.0,18.0,55.0,62.0,1.0,86.0,75.0,14.0,84.0,60.0,464.0,53.0,7.0,47.0,14.0,5.0,5.2,8.0,15.0,8.0,10.0,1.0,27.0,101.0,0.0,,82.7,C,Pass
